sgRNA	gene	Lib_isg_ctrl	Lib_isg_sort
brunello_B3GALT4_1	B3GALT4	1916	1925
brunello_B3GALT4_2	B3GALT4	2696	3656
brunello_B3GALT4_3	B3GALT4	2683	3037
brunello_B3GALT4_4	B3GALT4	2668	2003
brunello_B3GAT2_1	B3GAT2	2133	2321
brunello_B3GAT2_2	B3GAT2	3564	3262
brunello_B3GAT2_3	B3GAT2	4202	3552
brunello_B3GAT2_4	B3GAT2	1519	2782
brunello_B3GNT5_1	B3GNT5	7332	7240
brunello_B3GNT5_2	B3GNT5	4632	4818
brunello_B3GNT5_3	B3GNT5	3115	2747
brunello_B3GNT5_4	B3GNT5	2122	1740
brunello_B4GALT5_1	B4GALT5	4374	3198
brunello_B4GALT5_2	B4GALT5	5161	5220
brunello_B4GALT5_3	B4GALT5	5823	5904
brunello_B4GALT5_4	B4GALT5	2373	2087
brunello_BAG1_1	BAG1	4088	3204
brunello_BAG1_2	BAG1	2124	2936
brunello_BAG1_3	BAG1	3405	2276
brunello_BAG1_4	BAG1	3473	2228
brunello_BARD1_1	BARD1	505	264
brunello_BARD1_2	BARD1	2959	2906
brunello_BARD1_3	BARD1	1224	1271
brunello_BARD1_4	BARD1	2080	1657
brunello_BATF_1	BATF	2241	2690
brunello_BATF_2	BATF	5220	4673
brunello_BATF_3	BATF	1818	1541
brunello_BATF_4	BATF	3952	3215
brunello_BATF2_1	BATF2	4136	2945
brunello_BATF2_2	BATF2	3997	3989
brunello_BATF2_3	BATF2	2713	2981
brunello_BATF2_4	BATF2	6833	6623
brunello_BATF3_1	BATF3	1883	1607
brunello_BATF3_2	BATF3	2623	3336
brunello_BATF3_3	BATF3	3907	3575
brunello_BATF3_4	BATF3	3649	3015
brunello_BAZ1A_1	BAZ1A	3482	4678
brunello_BAZ1A_2	BAZ1A	3251	3217
brunello_BAZ1A_3	BAZ1A	6191	7694
brunello_BAZ1A_4	BAZ1A	5259	4138
brunello_BBS10_1	BBS10	3710	4237
brunello_BBS10_2	BBS10	1810	513
brunello_BBS10_3	BBS10	3232	3821
brunello_BBS10_4	BBS10	4956	6954
brunello_BBS12_1	BBS12	3468	4554
brunello_BBS12_2	BBS12	905	326
brunello_BBS12_3	BBS12	4163	3066
brunello_BBS12_4	BBS12	2737	2453
brunello_BCAR3_1	BCAR3	4576	3920
brunello_BCAR3_2	BCAR3	6608	4393
brunello_BCAR3_3	BCAR3	4760	7198
brunello_BCAR3_4	BCAR3	5970	5206
brunello_BCAS4_1	BCAS4	4501	3703
brunello_BCAS4_2	BCAS4	3866	4755
brunello_BCAS4_3	BCAS4	1891	962
brunello_BCAS4_4	BCAS4	3589	2987
brunello_BCL2L14_1	BCL2L14	3440	3258
brunello_BCL2L14_2	BCL2L14	2899	3224
brunello_BCL2L14_3	BCL2L14	6374	8238
brunello_BCL2L14_4	BCL2L14	3578	3784
brunello_BCL3_1	BCL3	6678	5625
brunello_BCL3_2	BCL3	6087	4632
brunello_BCL3_3	BCL3	4993	3713
brunello_BCL3_4	BCL3	2737	2039
brunello_BEST1_1	BEST1	4137	3901
brunello_BEST1_2	BEST1	4464	3169
brunello_BEST1_3	BEST1	1960	1314
brunello_BEST1_4	BEST1	2519	2397
brunello_BEST4_1	BEST4	5849	5502
brunello_BEST4_2	BEST4	1219	903
brunello_BEST4_3	BEST4	2442	2110
brunello_BEST4_4	BEST4	4501	4320
brunello_BET1_1	BET1	3210	3355
brunello_BET1_2	BET1	2258	3783
brunello_BET1_3	BET1	2687	3141
brunello_BET1_4	BET1	1634	1711
brunello_BHLHE40_1	BHLHE40	3535	2804
brunello_BHLHE40_2	BHLHE40	6386	5695
brunello_BHLHE40_3	BHLHE40	3965	4597
brunello_BHLHE40_4	BHLHE40	2344	2342
brunello_BIRC3_1	BIRC3	9487	10313
brunello_BIRC3_2	BIRC3	2115	1379
brunello_BIRC3_3	BIRC3	2933	2828
brunello_BIRC3_4	BIRC3	4328	4256
brunello_BLMH_1	BLMH	2043	2301
brunello_BLMH_2	BLMH	2786	3229
brunello_BLMH_3	BLMH	2771	2680
brunello_BLMH_4	BLMH	3539	3793
brunello_BLNK_1	BLNK	4277	3127
brunello_BLNK_2	BLNK	5083	5374
brunello_BLNK_3	BLNK	5600	4845
brunello_BLNK_4	BLNK	4924	4200
brunello_BLOC1S2_1	BLOC1S2	4408	6029
brunello_BLOC1S2_2	BLOC1S2	1987	1010
brunello_BLOC1S2_3	BLOC1S2	2923	2771
brunello_BLOC1S2_4	BLOC1S2	1811	2186
brunello_BLVRA_1	BLVRA	3977	3273
brunello_BLVRA_2	BLVRA	5475	4963
brunello_BLVRA_3	BLVRA	3364	2261
brunello_BLVRA_4	BLVRA	3450	4313
brunello_BLZF1_1	BLZF1	850	521
brunello_BLZF1_2	BLZF1	748	853
brunello_BLZF1_3	BLZF1	1959	1302
brunello_BLZF1_4	BLZF1	1408	1634
brunello_BRCA2_1	BRCA2	2320	1753
brunello_BRCA2_2	BRCA2	2266	1715
brunello_BRCA2_3	BRCA2	2461	2160
brunello_BRCA2_4	BRCA2	1424	765
brunello_BRIP1_1	BRIP1	2334	1556
brunello_BRIP1_2	BRIP1	4320	2865
brunello_BRIP1_3	BRIP1	2948	3277
brunello_BRIP1_4	BRIP1	1917	1037
brunello_BRSK1_1	BRSK1	2533	2301
brunello_BRSK1_2	BRSK1	3260	3393
brunello_BRSK1_3	BRSK1	2683	1749
brunello_BRSK1_4	BRSK1	4099	3367
brunello_BST2_1	BST2	3641	2216
brunello_BST2_2	BST2	2958	2741
brunello_BST2_3	BST2	691	1856
brunello_BST2_4	BST2	4392	4685
brunello_BTC_1	BTC	4887	3664
brunello_BTC_2	BTC	1562	1782
brunello_BTC_3	BTC	1925	1595
brunello_BTC_4	BTC	2018	1749
brunello_BTN3A1_1	BTN3A1	2921	3268
brunello_BTN3A1_2	BTN3A1	3931	3343
brunello_BTN3A1_3	BTN3A1	4178	3727
brunello_BTN3A1_4	BTN3A1	4302	3932
brunello_BTN3A2_1	BTN3A2	3371	2605
brunello_BTN3A2_2	BTN3A2	3474	4418
brunello_BTN3A2_3	BTN3A2	3960	3672
brunello_BTN3A2_4	BTN3A2	4888	4930
brunello_BTN3A3_1	BTN3A3	2881	2409
brunello_BTN3A3_2	BTN3A3	4558	4698
brunello_BTN3A3_3	BTN3A3	1138	1385
brunello_BTN3A3_4	BTN3A3	2894	3843
brunello_BUB1_1	BUB1	4800	6144
brunello_BUB1_2	BUB1	1891	2063
brunello_BUB1_3	BUB1	9607	11499
brunello_BUB1_4	BUB1	1738	1391
brunello_C10orf10_1	C10orf10	3295	2750
brunello_C10orf10_2	C10orf10	4301	5297
brunello_C10orf10_3	C10orf10	2785	1898
brunello_C10orf10_4	C10orf10	5872	7116
brunello_C10orf12_1	C10orf12	4023	4455
brunello_C10orf12_2	C10orf12	4737	4646
brunello_C10orf12_3	C10orf12	4117	3504
brunello_C10orf12_4	C10orf12	9444	9479
brunello_C10orf55_1	C10orf55	1891	1641
brunello_C10orf55_2	C10orf55	1851	2054
brunello_C10orf55_3	C10orf55	4110	3774
brunello_C10orf55_4	C10orf55	3460	3627
brunello_C11orf68_1	C11orf68	2172	1354
brunello_C11orf68_2	C11orf68	4041	3043
brunello_C11orf68_3	C11orf68	1421	1199
brunello_C11orf68_4	C11orf68	4424	5226
brunello_C12orf60_1	C12orf60	2428	2846
brunello_C12orf60_2	C12orf60	4383	3064
brunello_C12orf60_3	C12orf60	1838	2906
brunello_C12orf60_4	C12orf60	2142	3701
brunello_C12orf74_1	C12orf74	3376	3944
brunello_C12orf74_2	C12orf74	3505	2662
brunello_C12orf74_3	C12orf74	4406	3279
brunello_C12orf74_4	C12orf74	4289	2428
brunello_C14orf119_1	C14orf119	3755	2888
brunello_C14orf119_2	C14orf119	1395	970
brunello_C14orf119_3	C14orf119	3032	3502
brunello_C14orf119_4	C14orf119	5358	4168
brunello_C14orf79_1	C14orf79	5132	4891
brunello_C14orf79_2	C14orf79	6197	5816
brunello_C14orf79_3	C14orf79	4454	3888
brunello_C14orf79_4	C14orf79	1825	2370
brunello_C15orf27_1	C15orf27	1613	1369
brunello_C15orf27_2	C15orf27	3877	4091
brunello_C15orf27_3	C15orf27	4598	3959
brunello_C15orf27_4	C15orf27	3431	2865
brunello_C15orf48_1	C15orf48	2918	3091
brunello_C15orf48_2	C15orf48	4175	4106
brunello_C15orf48_3	C15orf48	7860	6823
brunello_C15orf48_4	C15orf48	1919	1609
brunello_C16orf52_1	C16orf52	3249	3743
brunello_C16orf52_2	C16orf52	6005	5539
brunello_C16orf52_3	C16orf52	3391	2432
brunello_C16orf52_4	C16orf52	4736	5067
brunello_C17orf96_1	C17orf96	4783	5144
brunello_C17orf96_2	C17orf96	561	545
brunello_C17orf96_3	C17orf96	2634	2380
brunello_C17orf96_4	C17orf96	3294	3608
brunello_C17orf97_1	C17orf97	4321	3865
brunello_C17orf97_2	C17orf97	1983	2160
brunello_C17orf97_3	C17orf97	7643	5899
brunello_C17orf97_4	C17orf97	3564	4536
brunello_C18orf54_1	C18orf54	3351	2462
brunello_C18orf54_2	C18orf54	100	298
brunello_C18orf54_3	C18orf54	5500	7189
brunello_C18orf54_4	C18orf54	3925	5597
brunello_C19orf35_1	C19orf35	3746	4416
brunello_C19orf35_2	C19orf35	5760	4815
brunello_C19orf35_3	C19orf35	2868	3494
brunello_C19orf35_4	C19orf35	4526	4119
brunello_C19orf38_1	C19orf38	2737	2664
brunello_C19orf38_2	C19orf38	549	340
brunello_C19orf38_3	C19orf38	3222	2906
brunello_C19orf38_4	C19orf38	5356	3637
brunello_C19orf66_1	C19orf66	1959	1903
brunello_C19orf66_2	C19orf66	3019	2064
brunello_C19orf66_3	C19orf66	3275	3191
brunello_C19orf66_4	C19orf66	7367	7228
brunello_C1GALT1_1	C1GALT1	2155	1516
brunello_C1GALT1_2	C1GALT1	1293	1827
brunello_C1GALT1_3	C1GALT1	2972	2169
brunello_C1GALT1_4	C1GALT1	2698	2600
brunello_C1orf106_1	C1orf106	2302	2229
brunello_C1orf106_2	C1orf106	2659	3017
brunello_C1orf106_3	C1orf106	2991	2408
brunello_C1orf106_4	C1orf106	4472	3967
brunello_C1orf122_1	C1orf122	5069	3862
brunello_C1orf122_2	C1orf122	4869	4146
brunello_C1orf122_3	C1orf122	3312	2699
brunello_C1orf122_4	C1orf122	2355	2575
brunello_C1orf61_1	C1orf61	6398	4804
brunello_C1orf61_2	C1orf61	2173	2821
brunello_C1orf61_3	C1orf61	4588	3850
brunello_C1orf61_4	C1orf61	2370	3241
brunello_C1orf95_1	C1orf95	4371	5980
brunello_C1orf95_2	C1orf95	1535	1127
brunello_C1orf95_3	C1orf95	4082	3832
brunello_C1orf95_4	C1orf95	6268	7670
brunello_C1QA_1	C1QA	1990	1603
brunello_C1QA_2	C1QA	3956	4089
brunello_C1QA_3	C1QA	5052	3745
brunello_C1QA_4	C1QA	4317	4699
brunello_C1QB_1	C1QB	1540	1376
brunello_C1QB_2	C1QB	2616	1625
brunello_C1QB_3	C1QB	6431	7370
brunello_C1QB_4	C1QB	7045	5759
brunello_C1QC_1	C1QC	5203	4549
brunello_C1QC_2	C1QC	3262	2767
brunello_C1QC_3	C1QC	3966	5291
brunello_C1QC_4	C1QC	5893	5021
brunello_C1QTNF1_1	C1QTNF1	3860	4301
brunello_C1QTNF1_2	C1QTNF1	1856	1990
brunello_C1QTNF1_3	C1QTNF1	4413	5385
brunello_C1QTNF1_4	C1QTNF1	3434	3256
brunello_C1S_1	C1S	1306	1072
brunello_C1S_2	C1S	2453	2198
brunello_C1S_3	C1S	3555	3221
brunello_C1S_4	C1S	2843	1456
brunello_C2_1	C2	4096	4475
brunello_C2_2	C2	1749	2494
brunello_C2_3	C2	3931	4368
brunello_C2_4	C2	6268	5671
brunello_C21orf91_1	C21orf91	1436	2513
brunello_C21orf91_2	C21orf91	8388	9227
brunello_C21orf91_3	C21orf91	3750	3853
brunello_C21orf91_4	C21orf91	4406	5471
brunello_C22orf42_1	C22orf42	3012	3140
brunello_C22orf42_2	C22orf42	1322	608
brunello_C22orf42_3	C22orf42	5221	4245
brunello_C22orf42_4	C22orf42	4154	4727
brunello_C2orf42_1	C2orf42	5436	5375
brunello_C2orf42_2	C2orf42	2672	1871
brunello_C2orf42_3	C2orf42	4187	4496
brunello_C2orf42_4	C2orf42	3577	3756
brunello_C2orf44_1	C2orf44	1915	2840
brunello_C2orf44_2	C2orf44	3017	2334
brunello_C2orf44_3	C2orf44	4469	3716
brunello_C2orf44_4	C2orf44	2207	2549
brunello_C2orf66_1	C2orf66	5011	4893
brunello_C2orf66_2	C2orf66	3842	3910
brunello_C2orf66_3	C2orf66	168	222
brunello_C2orf66_4	C2orf66	7845	5170
brunello_C3_1	C3	4304	3671
brunello_C3_2	C3	2371	1551
brunello_C3_3	C3	2687	2218
brunello_C3_4	C3	5947	7112
brunello_C3AR1_1	C3AR1	5923	4951
brunello_C3AR1_2	C3AR1	3125	2719
brunello_C3AR1_3	C3AR1	3159	2220
brunello_C3AR1_4	C3AR1	2920	3438
brunello_C4orf32_1	C4orf32	2444	1906
brunello_C4orf32_2	C4orf32	413	676
brunello_C4orf32_3	C4orf32	5560	7042
brunello_C4orf32_4	C4orf32	6019	5485
brunello_C4orf33_1	C4orf33	4433	3450
brunello_C4orf33_2	C4orf33	6018	5831
brunello_C4orf33_3	C4orf33	4525	5599
brunello_C4orf33_4	C4orf33	2475	2401
brunello_C5_1	C5	3048	2443
brunello_C5_2	C5	2776	3093
brunello_C5_3	C5	3049	2115
brunello_C5_4	C5	1030	1033
brunello_C5orf34_1	C5orf34	4066	5843
brunello_C5orf34_2	C5orf34	2761	3037
brunello_C5orf34_3	C5orf34	2253	3380
brunello_C5orf34_4	C5orf34	1112	1261
brunello_C5orf51_1	C5orf51	1640	1558
brunello_C5orf51_2	C5orf51	2535	1850
brunello_C5orf51_3	C5orf51	2569	2078
brunello_C5orf51_4	C5orf51	5583	6868
brunello_C6orf222_1	C6orf222	3022	2944
brunello_C6orf222_2	C6orf222	5378	7324
brunello_C6orf222_3	C6orf222	6745	5222
brunello_C6orf222_4	C6orf222	2583	2640
brunello_C6orf223_1	C6orf223	4518	5225
brunello_C6orf223_2	C6orf223	4204	5470
brunello_C6orf223_3	C6orf223	2002	2398
brunello_C6orf223_4	C6orf223	3703	2948
brunello_C6orf25_1	C6orf25	2973	3050
brunello_C6orf25_2	C6orf25	4306	3818
brunello_C6orf25_3	C6orf25	5178	4766
brunello_C6orf25_4	C6orf25	2904	2392
brunello_C6orf62_1	C6orf62	4178	3564
brunello_C6orf62_2	C6orf62	1481	2046
brunello_C6orf62_3	C6orf62	4013	3460
brunello_C6orf62_4	C6orf62	1161	1436
brunello_C9orf64_1	C9orf64	5160	5721
brunello_C9orf64_2	C9orf64	4373	5064
brunello_C9orf64_3	C9orf64	2724	2291
brunello_C9orf64_4	C9orf64	1903	1703
brunello_C9orf91_1	C9orf91	3460	2809
brunello_C9orf91_2	C9orf91	2524	1992
brunello_C9orf91_3	C9orf91	3339	2859
brunello_C9orf91_4	C9orf91	3497	2780
brunello_CA13_1	CA13	4858	5005
brunello_CA13_2	CA13	2957	3586
brunello_CA13_3	CA13	4860	3851
brunello_CA13_4	CA13	4569	6881
brunello_CA2_1	CA2	4533	4875
brunello_CA2_2	CA2	5181	4384
brunello_CA2_3	CA2	3123	3525
brunello_CA2_4	CA2	4314	3161
brunello_CABLES1_1	CABLES1	7879	6550
brunello_CABLES1_2	CABLES1	1726	1114
brunello_CABLES1_3	CABLES1	1209	1292
brunello_CABLES1_4	CABLES1	2570	2861
brunello_CABP4_1	CABP4	1556	1445
brunello_CABP4_2	CABP4	1657	1436
brunello_CABP4_3	CABP4	6101	4797
brunello_CABP4_4	CABP4	4506	3158
brunello_CACNA1A_1	CACNA1A	4777	4732
brunello_CACNA1A_2	CACNA1A	3242	1893
brunello_CACNA1A_3	CACNA1A	3731	3605
brunello_CACNA1A_4	CACNA1A	4953	3865
brunello_CACNA1G_1	CACNA1G	3707	2531
brunello_CACNA1G_2	CACNA1G	4760	5232
brunello_CACNA1G_3	CACNA1G	4961	3699
brunello_CACNA1G_4	CACNA1G	2857	2071
brunello_CACNA1I_1	CACNA1I	2633	2398
brunello_CACNA1I_2	CACNA1I	3097	1612
brunello_CACNA1I_3	CACNA1I	3213	3488
brunello_CACNA1I_4	CACNA1I	4612	5490
brunello_CALCA_1	CALCA	5356	5772
brunello_CALCA_2	CALCA	6768	6556
brunello_CALCA_3	CALCA	2078	1778
brunello_CALCA_4	CALCA	3595	4612
brunello_CALCRL_1	CALCRL	5568	5137
brunello_CALCRL_2	CALCRL	3329	3561
brunello_CALCRL_3	CALCRL	1369	1033
brunello_CALCRL_4	CALCRL	2213	1809
brunello_CALD1_1	CALD1	3715	3913
brunello_CALD1_2	CALD1	4067	4801
brunello_CALD1_3	CALD1	5017	6242
brunello_CALD1_4	CALD1	3358	3821
brunello_CAMSAP2_1	CAMSAP2	3764	3115
brunello_CAMSAP2_2	CAMSAP2	2149	2060
brunello_CAMSAP2_3	CAMSAP2	4536	3417
brunello_CAMSAP2_4	CAMSAP2	3689	2826
brunello_CAPN2_1	CAPN2	1570	1327
brunello_CAPN2_2	CAPN2	1906	2134
brunello_CAPN2_3	CAPN2	2272	1953
brunello_CAPN2_4	CAPN2	3912	3382
brunello_CARD16_1	CARD16	2591	2536
brunello_CARD16_2	CARD16	3509	4006
brunello_CARD16_3	CARD16	1412	1207
brunello_CARD16_4	CARD16	7782	8216
brunello_CARD17_1	CARD17	3992	4970
brunello_CARD17_2	CARD17	5391	6094
brunello_CARD17_3	CARD17	4791	5803
brunello_CARD17_4	CARD17	6584	5288
brunello_CARD6_1	CARD6	2557	2481
brunello_CARD6_2	CARD6	2520	1672
brunello_CARD6_3	CARD6	2995	2898
brunello_CARD6_4	CARD6	2044	2184
brunello_CASP1_1	CASP1	3864	5050
brunello_CASP1_2	CASP1	2428	1927
brunello_CASP1_3	CASP1	1771	1327
brunello_CASP1_4	CASP1	5613	7223
brunello_CASP5_1	CASP5	4824	6563
brunello_CASP5_2	CASP5	6461	4165
brunello_CASP5_3	CASP5	4391	4415
brunello_CASP5_4	CASP5	4299	5700
brunello_CASP7_1	CASP7	8867	10656
brunello_CASP7_2	CASP7	2987	2725
brunello_CASP7_3	CASP7	4290	3242
brunello_CASP7_4	CASP7	2772	2677
brunello_CASZ1_1	CASZ1	696	995
brunello_CASZ1_2	CASZ1	3138	2586
brunello_CASZ1_3	CASZ1	4533	2478
brunello_CASZ1_4	CASZ1	2121	1866
brunello_CATSPERD_1	CATSPERD	1837	1043
brunello_CATSPERD_2	CATSPERD	1710	1733
brunello_CATSPERD_3	CATSPERD	2840	3581
brunello_CATSPERD_4	CATSPERD	3195	2178
brunello_CBLN3_1	CBLN3	2986	3204
brunello_CBLN3_2	CBLN3	4477	3977
brunello_CBLN3_3	CBLN3	3723	3584
brunello_CBLN3_4	CBLN3	2157	2609
brunello_CBR1_1	CBR1	2799	3912
brunello_CBR1_2	CBR1	3957	3546
brunello_CBR1_3	CBR1	5082	5152
brunello_CBR1_4	CBR1	7888	7802
brunello_CBS_1	CBS	5580	5894
brunello_CBS_2	CBS	5276	4992
brunello_CBS_3	CBS	1066	980
brunello_CBS_4	CBS	6984	7436
brunello_CBWD2_1	CBWD2	1204	2406
brunello_CBWD2_2	CBWD2	1677	1372
brunello_CBWD2_3	CBWD2	3480	4829
brunello_CBWD2_4	CBWD2	2905	3103
brunello_CBWD3_1	CBWD3	1098	1130
brunello_CBWD3_2	CBWD3	1298	1254
brunello_CBWD3_3	CBWD3	3019	2527
brunello_CBWD3_4	CBWD3	745	539
brunello_CBWD5_1	CBWD5	1493	478
brunello_CBWD5_2	CBWD5	2397	2286
brunello_CBWD5_3	CBWD5	784	236
brunello_CBWD5_4	CBWD5	1169	546
brunello_CBWD6_1	CBWD6	2906	3761
brunello_CBWD6_2	CBWD6	8745	10000
brunello_CBWD6_3	CBWD6	3943	5342
brunello_CBWD6_4	CBWD6	1432	1507
brunello_CBY3_1	CBY3	266	422
brunello_CBY3_2	CBY3	3249	4149
brunello_CBY3_3	CBY3	5090	6618
brunello_CBY3_4	CBY3	4123	4325
brunello_CCDC109B_1	CCDC109B	5472	6690
brunello_CCDC109B_2	CCDC109B	2240	2257
brunello_CCDC109B_3	CCDC109B	3910	4216
brunello_CCDC109B_4	CCDC109B	3702	3903
brunello_CCDC113_1	CCDC113	3860	3449
brunello_CCDC113_2	CCDC113	5060	2588
brunello_CCDC113_3	CCDC113	2534	1590
brunello_CCDC113_4	CCDC113	7456	9443
brunello_CCDC181_1	CCDC181	3718	4920
brunello_CCDC181_2	CCDC181	5447	6839
brunello_CCDC181_3	CCDC181	418	260
brunello_CCDC181_4	CCDC181	4917	7559
brunello_CCDC23_1	CCDC23	4129	4235
brunello_CCDC23_2	CCDC23	3947	3935
brunello_CCDC23_3	CCDC23	2204	1659
brunello_CCDC23_4	CCDC23	2842	3363
brunello_CCDC39_1	CCDC39	2825	3536
brunello_CCDC39_2	CCDC39	2409	1746
brunello_CCDC39_3	CCDC39	4246	2762
brunello_CCDC39_4	CCDC39	2595	2323
brunello_CCDC42B_1	CCDC42B	3578	3424
brunello_CCDC42B_2	CCDC42B	4323	4308
brunello_CCDC42B_3	CCDC42B	3743	3643
brunello_CCDC42B_4	CCDC42B	2958	2850
brunello_CCDC50_1	CCDC50	2042	2113
brunello_CCDC50_2	CCDC50	1971	1465
brunello_CCDC50_3	CCDC50	4983	3780
brunello_CCDC50_4	CCDC50	4116	2929
brunello_CCDC87_1	CCDC87	3055	2502
brunello_CCDC87_2	CCDC87	4687	3594
brunello_CCDC87_3	CCDC87	3665	4965
brunello_CCDC87_4	CCDC87	2563	2483
brunello_CCDC89_1	CCDC89	2558	2514
brunello_CCDC89_2	CCDC89	4901	6072
brunello_CCDC89_3	CCDC89	11371	12312
brunello_CCDC89_4	CCDC89	3781	2527
brunello_CCDC9_1	CCDC9	2605	2260
brunello_CCDC9_2	CCDC9	2088	2457
brunello_CCDC9_3	CCDC9	2295	2346
brunello_CCDC9_4	CCDC9	1887	1904
brunello_CCDC92_1	CCDC92	2202	1795
brunello_CCDC92_2	CCDC92	1928	2799
brunello_CCDC92_3	CCDC92	9525	8589
brunello_CCDC92_4	CCDC92	4352	2922
brunello_CCL1_1	CCL1	3204	3270
brunello_CCL1_2	CCL1	3666	3561
brunello_CCL1_3	CCL1	3353	3887
brunello_CCL1_4	CCL1	3119	2810
brunello_CCL13_1	CCL13	3017	1228
brunello_CCL13_2	CCL13	1546	2117
brunello_CCL13_3	CCL13	3170	3459
brunello_CCL13_4	CCL13	5379	7897
brunello_CCL19_1	CCL19	2100	2380
brunello_CCL19_2	CCL19	3031	3301
brunello_CCL19_3	CCL19	6078	6484
brunello_CCL19_4	CCL19	786	870
brunello_CCL2_1	CCL2	3053	3333
brunello_CCL2_2	CCL2	3348	3202
brunello_CCL2_3	CCL2	6455	5435
brunello_CCL2_4	CCL2	7046	6080
brunello_CCL20_1	CCL20	2144	1722
brunello_CCL20_2	CCL20	6212	4919
brunello_CCL20_3	CCL20	6521	6521
brunello_CCL20_4	CCL20	1871	1876
brunello_CCL22_1	CCL22	3251	2988
brunello_CCL22_2	CCL22	5810	4413
brunello_CCL22_3	CCL22	1475	999
brunello_CCL22_4	CCL22	6518	7406
brunello_CCL23_1	CCL23	3059	2602
brunello_CCL23_2	CCL23	3452	2995
brunello_CCL23_3	CCL23	5682	6552
brunello_CCL23_4	CCL23	1811	2157
brunello_CCL24_1	CCL24	2867	3020
brunello_CCL24_2	CCL24	472	399
brunello_CCL24_3	CCL24	1296	519
brunello_CCL24_4	CCL24	2910	3425
brunello_CCL4_1	CCL4	5209	4180
brunello_CCL4_2	CCL4	5678	6064
brunello_CCL4_3	CCL4	2831	2669
brunello_CCL4_4	CCL4	1662	1876
brunello_CCL4L2_1	CCL4L2	3086	3079
brunello_CCL4L2_2	CCL4L2	1791	1861
brunello_CCL4L2_3	CCL4L2	9409	10055
brunello_CCL4L2_4	CCL4L2	7051	6656
brunello_CCL5_1	CCL5	1311	1298
brunello_CCL5_2	CCL5	2657	2248
brunello_CCL5_3	CCL5	2742	2370
brunello_CCL5_4	CCL5	1375	2106
brunello_CCL7_1	CCL7	1048	644
brunello_CCL7_2	CCL7	1595	1598
brunello_CCL7_3	CCL7	4787	6125
brunello_CCL7_4	CCL7	2370	3132
brunello_CCL8_1	CCL8	2171	2539
brunello_CCL8_2	CCL8	2202	2618
brunello_CCL8_3	CCL8	3201	2340
brunello_CCL8_4	CCL8	7078	6793
brunello_CCM2L_1	CCM2L	3570	4292
brunello_CCM2L_2	CCM2L	5826	4799
brunello_CCM2L_3	CCM2L	8455	5848
brunello_CCM2L_4	CCM2L	4655	4781
brunello_CCNA1_1	CCNA1	2099	1960
brunello_CCNA1_2	CCNA1	3300	2766
brunello_CCNA1_3	CCNA1	3558	3328
brunello_CCNA1_4	CCNA1	1257	981
brunello_CCND1_1	CCND1	2943	1882
brunello_CCND1_2	CCND1	2456	2542
brunello_CCND1_3	CCND1	4352	5591
brunello_CCND1_4	CCND1	4150	3996
brunello_CCND2_1	CCND2	5191	3459
brunello_CCND2_2	CCND2	6449	8116
brunello_CCND2_3	CCND2	5158	3900
brunello_CCND2_4	CCND2	4521	5404
brunello_CCND3_1	CCND3	4493	3736
brunello_CCND3_2	CCND3	4705	5043
brunello_CCND3_3	CCND3	3582	2849
brunello_CCND3_4	CCND3	3245	4347
brunello_CCNG1_1	CCNG1	1086	1878
brunello_CCNG1_2	CCNG1	3264	3077
brunello_CCNG1_3	CCNG1	1764	3762
brunello_CCNG1_4	CCNG1	3520	3343
brunello_CCR1_1	CCR1	0	0
brunello_CCR1_2	CCR1	3444	3347
brunello_CCR1_3	CCR1	3031	3569
brunello_CCR1_4	CCR1	2056	2166
brunello_CCR5_1	CCR5	4204	4015
brunello_CCR5_2	CCR5	4420	6121
brunello_CCR5_3	CCR5	2550	3221
brunello_CCR5_4	CCR5	2661	2309
brunello_CCR7_1	CCR7	4720	4909
brunello_CCR7_2	CCR7	1683	3007
brunello_CCR7_3	CCR7	3340	3265
brunello_CCR7_4	CCR7	2926	2817
brunello_CCRL2_1	CCRL2	2628	2038
brunello_CCRL2_2	CCRL2	4345	4260
brunello_CCRL2_3	CCRL2	5031	4348
brunello_CCRL2_4	CCRL2	5642	5332
brunello_CD109_1	CD109	3843	2869
brunello_CD109_2	CD109	2448	2415
brunello_CD109_3	CD109	4716	3775
brunello_CD109_4	CD109	3453	3537
brunello_CD163_1	CD163	5926	4173
brunello_CD163_2	CD163	6480	5725
brunello_CD163_3	CD163	3163	2724
brunello_CD163_4	CD163	2957	2133
brunello_CD163L1_1	CD163L1	3248	2697
brunello_CD163L1_2	CD163L1	4880	5680
brunello_CD163L1_3	CD163L1	4141	5131
brunello_CD163L1_4	CD163L1	5681	4918
brunello_CD180_1	CD180	4041	2959
brunello_CD180_2	CD180	2849	3744
brunello_CD180_3	CD180	1830	1629
brunello_CD180_4	CD180	4462	4379
brunello_CD207_1	CD207	2387	2873
brunello_CD207_2	CD207	4283	5630
brunello_CD207_3	CD207	3582	3401
brunello_CD207_4	CD207	5713	3939
brunello_CD226_1	CD226	1367	854
brunello_CD226_2	CD226	3467	3152
brunello_CD226_3	CD226	6402	5083
brunello_CD226_4	CD226	4255	4101
brunello_CD244_1	CD244	2825	3029
brunello_CD244_2	CD244	3967	4282
brunello_CD244_3	CD244	3120	2565
brunello_CD244_4	CD244	6491	5734
brunello_CD274_1	CD274	3606	4674
brunello_CD274_2	CD274	3021	3750
brunello_CD274_3	CD274	6240	6352
